iter	Passed	Remaining
734	1185	427
735	1186	425
736	1187	423
737	1189	422
738	1190	420
739	1192	418
740	1193	417
741	1195	415
742	1196	413
743	1198	412
744	1200	410
745	1201	409
746	1202	407
747	1204	405
748	1205	403
749	1206	402
750	1207	400
751	1208	398
752	1209	396
753	1210	394
754	1211	393
755	1213	391
756	1214	389
757	1215	388
758	1217	386
759	1218	384
760	1219	383
761	1220	381
762	1222	379
763	1223	377
764	1224	376
765	1226	374
766	1228	373
767	1229	371
768	1230	369
769	1231	367
770	1232	366
771	1233	364
772	1234	362
773	1235	360
774	1236	359
775	1238	357
776	1239	355
777	1240	354
778	1242	352
779	1243	350
780	1244	348
781	1245	347
782	1246	345
783	1247	343
784	1248	342
785	1249	340
786	1250	338
787	1251	336
788	1253	335
789	1254	333
790	1256	331
791	1257	330
792	1258	328
793	1259	326
794	1260	325
795	1261	323
796	1262	321
797	1263	319
798	1265	318
799	1266	316
800	1267	315
801	1269	313
802	1270	311
803	1271	310
804	1273	308
805	1274	306
806	1275	305
807	1276	303
808	1277	301
809	1279	300
810	1280	298
811	1282	296
812	1283	295
813	1284	293
814	1285	291
815	1286	290
816	1287	288
817	1288	286
818	1289	285
819	1291	283
820	1292	281
821	1293	280
822	1294	278
823	1295	276
824	1297	275
825	1298	273
826	1299	271
827	1300	270
828	1301	268
829	1302	266
830	1303	265
831	1304	263
832	1305	261
833	1307	260
834	1309	258
835	1310	257
836	1312	255
837	1313	253
838	1314	252
839	1315	250
840	1316	248
841	1317	247
842	1319	245
843	1321	244
844	1322	242
845	1324	241
846	1325	239
847	1327	237
848	1328	236
849	1330	234
850	1331	233
851	1333	231
852	1335	230
853	1336	228
854	1338	226
855	1339	225
856	1340	223
857	1342	222
858	1343	220
859	1344	218
860	1345	217
861	1347	215
862	1348	214
863	1350	212
864	1351	210
865	1353	209
866	1354	207
867	1356	206
868	1357	204
869	1358	203
870	1360	201
871	1361	199
872	1363	198
873	1364	196
874	1366	195
875	1368	193
876	1369	192
877	1371	190
878	1372	188
879	1374	187
880	1376	185
881	1377	184
882	1379	182
883	1380	181
884	1382	179
885	1383	178
886	1385	176
887	1386	174
888	1388	173
889	1390	171
890	1391	170
891	1393	168
892	1394	167
893	1395	165
894	1397	163
895	1398	162
896	1400	160
897	1402	159
898	1403	157
899	1405	156
900	1406	154
901	1407	152
902	1408	151
903	1410	149
904	1411	148
905	1412	146
906	1414	145
907	1416	143
908	1417	141
909	1418	140
910	1420	138
911	1421	137
912	1422	135
913	1424	133
914	1425	132
915	1426	130
916	1427	129
917	1429	127
918	1430	126
919	1431	124
920	1432	122
921	1434	121
922	1435	119
923	1437	118
924	1438	116
925	1440	115
926	1441	113
927	1442	111
928	1443	110
929	1444	108
930	1445	107
931	1446	105
932	1447	103
933	1448	102
934	1450	100
935	1451	99
936	1452	97
937	1453	96
938	1454	94
939	1455	92
940	1456	91
941	1458	89
942	1459	88
943	1460	86
944	1461	85
945	1462	83
946	1464	81
947	1465	80
948	1467	78
949	1468	77
950	1469	75
951	1470	74
952	1471	72
953	1473	71
954	1474	69
955	1476	67
956	1479	66
957	1480	64
958	1482	63
959	1483	61
960	1484	60
961	1486	58
962	1487	57
963	1488	55
964	1490	54
965	1491	52
966	1493	50
967	1494	49
968	1495	47
969	1496	46
970	1498	44
971	1499	43
972	1500	41
973	1501	40
974	1503	38
975	1504	37
976	1506	35
977	1507	33
978	1509	32
979	1510	30
980	1511	29
981	1512	27
982	1514	26
983	1515	24
984	1517	23
985	1518	21
986	1520	20
987	1521	18
988	1523	16
989	1524	15
990	1525	13
991	1526	12
992	1528	10
993	1529	9
994	1531	7
995	1532	6
996	1534	4
997	1535	3
998	1536	1
999	1538	0
