iter	Passed	Remaining
671	1107	540
672	1109	538
673	1111	537
674	1112	535
675	1114	534
676	1116	532
677	1117	530
678	1119	529
679	1121	527
680	1123	526
681	1124	524
682	1125	522
683	1127	520
684	1128	518
685	1129	516
686	1130	514
687	1131	513
688	1132	511
689	1133	509
690	1134	507
691	1137	506
692	1138	504
693	1139	502
694	1140	500
695	1141	498
696	1143	496
697	1144	495
698	1145	493
699	1146	491
700	1147	489
701	1149	487
702	1150	486
703	1152	484
704	1153	482
705	1154	480
706	1155	478
707	1156	476
708	1157	475
709	1158	473
710	1159	471
711	1160	469
712	1162	467
713	1163	466
714	1165	464
715	1166	462
716	1167	460
717	1168	458
718	1169	457
719	1170	455
720	1171	453
721	1172	451
722	1173	449
723	1174	447
724	1176	446
725	1178	444
726	1180	443
727	1181	441
728	1183	439
729	1184	438
730	1186	436
731	1187	434
732	1189	433
733	1191	431
734	1192	430
735	1194	428
736	1195	426
737	1197	425
738	1199	423
739	1200	421
740	1202	420
741	1203	418
742	1205	416
743	1206	415
744	1207	413
745	1208	411
746	1209	409
747	1210	407
748	1211	406
749	1213	404
750	1214	402
751	1215	400
752	1217	399
753	1218	397
754	1219	395
755	1220	393
756	1221	392
757	1222	390
758	1224	388
759	1225	386
760	1227	385
761	1228	383
762	1229	382
763	1231	380
764	1232	378
765	1233	376
766	1234	375
767	1236	373
768	1238	371
769	1240	370
770	1241	368
771	1243	367
772	1244	365
773	1245	363
774	1246	361
775	1247	360
776	1248	358
777	1249	356
778	1251	355
779	1254	353
780	1256	352
781	1259	351
782	1260	349
783	1262	347
784	1263	346
785	1265	344
786	1267	343
787	1269	341
788	1271	339
789	1272	338
790	1273	336
791	1274	334
792	1276	333
793	1277	331
794	1280	330
795	1282	328
796	1283	327
797	1285	325
798	1287	323
799	1289	322
800	1290	320
801	1293	319
802	1295	317
803	1296	316
804	1298	314
805	1299	312
806	1301	311
807	1302	309
808	1304	307
809	1305	306
810	1308	304
811	1309	303
812	1310	301
813	1311	299
814	1312	297
815	1314	296
816	1315	294
817	1316	292
818	1317	291
819	1319	289
820	1320	287
821	1322	286
822	1323	284
823	1324	282
824	1325	281
825	1327	279
826	1328	277
827	1329	276
828	1330	274
829	1331	272
830	1333	271
831	1334	269
832	1336	267
833	1336	266
834	1337	264
835	1338	262
836	1339	260
837	1341	259
838	1342	257
839	1344	256
840	1346	254
841	1348	252
842	1350	251
843	1351	249
844	1352	248
845	1354	246
846	1356	245
847	1358	243
848	1359	241
849	1360	240
850	1362	238
851	1363	236
852	1364	235
853	1365	233
854	1367	231
855	1369	230
856	1370	228
857	1371	226
858	1372	225
859	1373	223
860	1374	221
861	1376	220
862	1377	218
863	1378	216
864	1379	215
865	1380	213
866	1381	211
867	1383	210
868	1385	208
869	1387	207
870	1388	205
871	1390	204
872	1391	202
873	1392	200
874	1395	199
875	1397	197
876	1398	196
877	1400	194
878	1401	192
879	1402	191
880	1403	189
881	1404	187
882	1406	186
883	1409	184
884	1411	183
885	1413	181
886	1415	180
887	1417	178
888	1419	177
889	1421	175
890	1423	174
891	1425	172
892	1427	171
893	1429	169
894	1430	167
895	1432	166
896	1434	164
897	1435	163
898	1437	161
899	1438	159
900	1439	158
901	1440	156
902	1441	154
903	1442	153
904	1443	151
905	1444	149
906	1445	148
907	1447	146
908	1448	145
909	1450	143
910	1451	141
911	1452	140
912	1453	138
913	1455	136
914	1457	135
915	1458	133
916	1460	132
917	1462	130
918	1463	129
919	1465	127
920	1466	125
921	1468	124
922	1469	122
923	1470	120
924	1471	119
925	1473	117
926	1475	116
927	1476	114
928	1477	112
929	1478	111
930	1480	109
931	1481	108
932	1482	106
933	1483	104
934	1485	103
935	1487	101
936	1489	100
937	1491	98
938	1493	97
939	1495	95
940	1497	93
941	1500	92
942	1501	90
943	1502	89
944	1504	87
945	1506	86
946	1508	84
947	1510	82
948	1512	81
949	1514	79
950	1516	78
951	1517	76
952	1518	74
953	1520	73
954	1521	71
955	1522	70
956	1523	68
957	1525	66
958	1527	65
959	1528	63
960	1529	62
961	1530	60
962	1532	58
963	1533	57
964	1534	55
965	1535	54
966	1537	52
967	1539	50
968	1541	49
969	1542	47
970	1543	46
971	1544	44
972	1545	42
973	1547	41
974	1548	39
975	1549	38
976	1551	36
977	1552	34
978	1553	33
979	1554	31
980	1555	30
981	1556	28
982	1557	26
983	1559	25
984	1560	23
985	1562	22
986	1564	20
987	1566	19
988	1567	17
989	1569	15
990	1570	14
991	1572	12
992	1573	11
993	1574	9
994	1576	7
995	1578	6
996	1580	4
997	1582	3
998	1583	1
999	1584	0
